user_id,age_group,region,subscription_type
U009097,18-24,Punjab,Free
U009098,25-34,Punjab,Free
U009099,35-44,Karnataka,Free
U009100,25-34,Uttar Pradesh,Free
U009101,25-34,Punjab,Free
U009102,25-34,West Bengal,Premium
U009103,18-24,Telangana,Premium
U009104,25-34,West Bengal,Free
U009105,18-24,Delhi,Free
U009106,25-34,Kerala,Free
U009107,18-24,Kerala,Free
U009108,25-34,Delhi,Premium
U009109,25-34,Karnataka,Free
U009110,35-44,Gujarat,Premium
U009111,35-44,Punjab,Free
U009112,45+,Telangana,Free
U009113,25-34,Gujarat,Premium
U009114,18-24,Gujarat,Free
U009115,18-24,Karnataka,Free
U009116,18-24,Kerala,Free
U009117,18-24,Uttar Pradesh,Free
U009118,18-24,Tamil Nadu,Free
U009119,25-34,Uttar Pradesh,Free
U009120,35-44,Kerala,Free
U009121,25-34,West Bengal,Free
U009122,18-24,Kerala,Free
U009123,25-34,Delhi,Premium
U009124,18-24,Maharashtra,Premium
U009125,25-34,Gujarat,Premium
U009126,25-34,Kerala,Free
U009127,18-24,Uttar Pradesh,Free
U009128,18-24,Telangana,Free
U009129,45+,Karnataka,Premium
U009130,25-34,Gujarat,Free
U009131,25-34,Uttar Pradesh,Premium
U009132,18-24,Gujarat,Premium
U009133,18-24,Gujarat,Free
U009134,25-34,Delhi,Free
U009135,45+,Gujarat,Free
U009136,18-24,Maharashtra,Free
U009137,18-24,Kerala,Premium
U009138,45+,Delhi,Free
U009139,25-34,Maharashtra,Premium
U009140,18-24,Kerala,Free
U009141,25-34,Karnataka,Premium
U009142,25-34,Gujarat,Free
U009143,45+,Punjab,Free
U009144,18-24,Kerala,Free
U009145,35-44,West Bengal,Free
U009146,18-24,Gujarat,Premium
U009147,35-44,Gujarat,Premium
U009148,35-44,Telangana,Free
U009149,35-44,Karnataka,Free
U009150,35-44,Telangana,Free
U009151,35-44,West Bengal,Free
U009152,18-24,Uttar Pradesh,Free
U009153,18-24,Delhi,Free
U009154,18-24,Maharashtra,Premium
U009155,25-34,Tamil Nadu,Premium
U009156,18-24,Tamil Nadu,Free
U009157,35-44,Uttar Pradesh,Premium
U009158,35-44,Punjab,Free
U009159,45+,Delhi,Free
U009160,25-34,Delhi,Free
U009161,35-44,Gujarat,Free
U009162,35-44,West Bengal,Free
U009163,45+,Uttar Pradesh,Premium
U009164,35-44,Punjab,Free
U009165,18-24,Maharashtra,Premium
U009166,18-24,Tamil Nadu,Free
U009167,45+,Delhi,Free
U009168,35-44,Delhi,Free
U009169,35-44,Gujarat,Free
U009170,35-44,Karnataka,Free
U009171,35-44,Maharashtra,Free
U009172,35-44,Punjab,Premium
U009173,45+,Karnataka,Free
U009174,45+,Gujarat,Free
U009175,25-34,West Bengal,Free
U009176,18-24,Telangana,Free
U009177,18-24,Telangana,Free
U009178,25-34,Kerala,Free
U009179,35-44,Delhi,Free
U009180,35-44,Tamil Nadu,Free
U009181,25-34,Karnataka,Premium
U009182,18-24,Maharashtra,Free
U009183,25-34,Telangana,Free
U009184,35-44,West Bengal,Free
U009185,25-34,West Bengal,Premium
U009186,18-24,Maharashtra,Free
U009187,25-34,Karnataka,Free
U009188,25-34,Karnataka,Premium
U009189,25-34,Delhi,Premium
U009190,35-44,Telangana,Free
U009191,45+,Telangana,Free
U009192,18-24,Kerala,Free
U009193,18-24,Kerala,Premium
U009194,25-34,Gujarat,Free
U009195,18-24,Tamil Nadu,Free
U009196,25-34,Punjab,Free
U009197,18-24,Telangana,Free
U009198,18-24,West Bengal,Premium
U009199,35-44,Karnataka,Free
U009200,18-24,Tamil Nadu,Free
U009201,35-44,Uttar Pradesh,Free
U009202,18-24,Kerala,Premium
U009203,18-24,West Bengal,Free
U009204,18-24,Uttar Pradesh,Free
U009205,18-24,Maharashtra,Premium
U009206,25-34,Telangana,Free
U009207,35-44,Punjab,Free
U009208,45+,Punjab,Free
U009209,18-24,Kerala,Premium
U009210,18-24,Kerala,Free
U009211,18-24,Tamil Nadu,Free
U009212,35-44,Telangana,Free
U009213,18-24,Telangana,Free
U009214,18-24,Gujarat,Free
U009215,35-44,Maharashtra,Free
U009216,35-44,Telangana,Free
U009217,25-34,Maharashtra,Premium
U009218,18-24,Uttar Pradesh,Free
U009219,25-34,Punjab,Free
U009220,18-24,Maharashtra,Free
U009221,25-34,Gujarat,Premium
U009222,35-44,Kerala,Free
U009223,18-24,Uttar Pradesh,Premium
U009224,35-44,Karnataka,Free
U009225,25-34,Punjab,Free
U009226,35-44,West Bengal,Premium
U009227,18-24,Uttar Pradesh,Premium
U009228,25-34,Uttar Pradesh,Free
U009229,18-24,Karnataka,Free
U009230,35-44,West Bengal,Free
U009231,18-24,Gujarat,Free
U009232,18-24,Kerala,Free
U009233,35-44,West Bengal,Premium
U009234,35-44,Delhi,Premium
U009235,25-34,West Bengal,Free
U009236,25-34,Delhi,Free
U009237,25-34,Tamil Nadu,Free
U009238,25-34,Telangana,Premium
U009239,18-24,Maharashtra,Premium
U009240,18-24,Tamil Nadu,Premium
U009241,25-34,Karnataka,Free
U009242,18-24,Delhi,Premium
U009243,25-34,West Bengal,Free
U009244,25-34,Kerala,Free
U009245,18-24,Gujarat,Free
U009246,35-44,West Bengal,Free
U009247,35-44,Delhi,Free
U009248,25-34,Maharashtra,Free
U009249,45+,Gujarat,Premium
U009250,18-24,Maharashtra,Free
U009251,18-24,Karnataka,Free
U009252,18-24,Karnataka,Premium
U009253,25-34,Delhi,Free
U009254,18-24,West Bengal,Free
U009255,35-44,Kerala,Free
U009256,18-24,Gujarat,Free
U009257,25-34,Tamil Nadu,Premium
U009258,25-34,Tamil Nadu,Free
U009259,18-24,Punjab,Free
U009260,35-44,Maharashtra,Free
U009261,25-34,Gujarat,Free
U009262,35-44,Gujarat,Free
U009263,25-34,Uttar Pradesh,Premium
U009264,25-34,Delhi,Free
U009265,25-34,Tamil Nadu,Free
U009266,35-44,West Bengal,Free
U009267,25-34,Gujarat,Free
U009268,25-34,Tamil Nadu,Free
U009269,18-24,Delhi,Premium
U009270,25-34,Uttar Pradesh,Free
U009271,18-24,Maharashtra,Premium
U009272,45+,Kerala,Free
U009273,18-24,Karnataka,Free
U009274,25-34,Maharashtra,Free
U009275,18-24,Telangana,Free
U009276,18-24,Karnataka,Premium
U009277,18-24,Tamil Nadu,Free
U009278,35-44,Delhi,Premium
U009279,18-24,West Bengal,Free
U009280,18-24,Punjab,Free
U009281,18-24,Delhi,Free
U009282,18-24,Karnataka,Free
U009283,45+,Delhi,Free
U009284,25-34,Telangana,Free
U009285,35-44,Telangana,Premium
U009286,25-34,Kerala,Free
U009287,25-34,Uttar Pradesh,Free
U009288,35-44,Maharashtra,Free
U009289,18-24,Maharashtra,Premium
U009290,35-44,Tamil Nadu,Free
U009291,25-34,Maharashtra,Free
U009292,25-34,Gujarat,Free
U009293,45+,Gujarat,Free
U009294,18-24,Tamil Nadu,Free
U009295,45+,Uttar Pradesh,Premium
U009296,45+,Telangana,Free
U009297,18-24,Telangana,Free
U009298,18-24,Kerala,Free
U009299,35-44,Telangana,Free
U009300,18-24,Kerala,Premium
U009301,35-44,Punjab,Free
U009302,18-24,Telangana,Premium
U009303,18-24,Gujarat,Premium
U009304,25-34,Uttar Pradesh,Free
U009305,35-44,Delhi,Premium
U009306,35-44,Maharashtra,Premium
U009307,25-34,Telangana,Premium
U009308,18-24,Maharashtra,Free
U009309,25-34,West Bengal,Free
U009310,18-24,Tamil Nadu,Free
U009311,18-24,Gujarat,Premium
U009312,18-24,Delhi,Free
U009313,25-34,Maharashtra,Premium
U009314,18-24,Punjab,Premium
U009315,18-24,Maharashtra,Premium
U009316,25-34,Delhi,Premium
U009317,18-24,Kerala,Premium
U009318,45+,West Bengal,Premium
U009319,25-34,West Bengal,Free
U009320,18-24,Tamil Nadu,Free
U009321,35-44,Punjab,Premium
U009322,25-34,Gujarat,Free
U009323,35-44,Gujarat,Premium
U009324,25-34,Punjab,Free
U009325,25-34,Gujarat,Free
U009326,25-34,West Bengal,Free
U009327,25-34,Karnataka,Premium
U009328,25-34,Punjab,Free
U009329,18-24,Telangana,Free
U009330,18-24,Maharashtra,Free
U009331,18-24,Karnataka,Free
U009332,35-44,West Bengal,Free
U009333,18-24,Tamil Nadu,Free
U009334,45+,Delhi,Free
U009335,18-24,Delhi,Premium
U009336,25-34,West Bengal,Premium
U009337,18-24,Gujarat,Premium
U009338,25-34,West Bengal,Free
U009339,35-44,Delhi,Free
U009340,25-34,West Bengal,Free
U009341,25-34,Punjab,Premium
U009342,35-44,Telangana,Premium
U009343,18-24,Telangana,Free
U009344,25-34,Gujarat,Premium
U009345,35-44,Gujarat,Premium
U009346,18-24,Maharashtra,Free
U009347,25-34,Maharashtra,Free
U009348,35-44,Uttar Pradesh,Premium
U009349,18-24,Karnataka,Free
U009350,18-24,Maharashtra,Free
U009351,25-34,Delhi,Free
U009352,35-44,Tamil Nadu,Free
U009353,25-34,Gujarat,Premium
U009354,25-34,Uttar Pradesh,Free
U009355,18-24,West Bengal,Free
U009356,18-24,Punjab,Free
U009357,18-24,Kerala,Free
U009358,18-24,Gujarat,Free
U009359,18-24,Tamil Nadu,Free
U009360,18-24,Telangana,Free
U009361,25-34,Tamil Nadu,Premium
U009362,25-34,Gujarat,Free
U009363,18-24,West Bengal,Premium
U009364,25-34,Maharashtra,Free
U009365,18-24,Gujarat,Premium
U009366,25-34,Telangana,Free
U009367,45+,Tamil Nadu,Free
U009368,25-34,Delhi,Free
U009369,18-24,West Bengal,Free
U009370,18-24,Maharashtra,Premium
U009371,25-34,Delhi,Free
U009372,18-24,West Bengal,Free
U009373,45+,Punjab,Free
U009374,25-34,Kerala,Free
U009375,18-24,Punjab,Premium
U009376,25-34,Kerala,Free
U009377,25-34,West Bengal,Free
U009378,25-34,Kerala,Free
U009379,45+,Kerala,Free
U009380,45+,Kerala,Free
U009381,18-24,Karnataka,Free
U009382,18-24,Tamil Nadu,Premium
U009383,18-24,Maharashtra,Premium
U009384,25-34,Karnataka,Free
U009385,25-34,Tamil Nadu,Free
U009386,18-24,Kerala,Premium
U009387,45+,Uttar Pradesh,Free
U009388,18-24,West Bengal,Free
U009389,35-44,Delhi,Free
U009390,35-44,Punjab,Free
U009391,18-24,Telangana,Free
U009392,18-24,Tamil Nadu,Premium
U009393,18-24,Uttar Pradesh,Free
U009394,45+,Delhi,Free
U009395,25-34,Telangana,Free
U009396,35-44,Kerala,Premium
U009397,25-34,Tamil Nadu,Free
U009398,25-34,Punjab,Free
U009399,45+,Delhi,Free
U009400,25-34,West Bengal,Premium
U009401,35-44,West Bengal,Free
U009402,25-34,Kerala,Premium
U009403,18-24,Gujarat,Free
U009404,18-24,Uttar Pradesh,Free
U009405,18-24,Delhi,Free
U009406,35-44,Tamil Nadu,Free
U009407,25-34,Karnataka,Premium
U009408,25-34,Gujarat,Free
U009409,18-24,Delhi,Premium
U009410,25-34,West Bengal,Premium
U009411,35-44,Karnataka,Free
U009412,25-34,Maharashtra,Free
U009413,45+,Telangana,Premium
U009414,18-24,Karnataka,Free
U009415,18-24,West Bengal,Free
U009416,25-34,Karnataka,Premium
U009417,18-24,Delhi,Free
U009418,25-34,Delhi,Premium
U009419,35-44,Delhi,Free
U009420,18-24,Tamil Nadu,Free
U009421,45+,Punjab,Free
U009422,18-24,Delhi,Premium
U009423,25-34,Karnataka,Premium
U009424,25-34,Gujarat,Free
U009425,25-34,Gujarat,Free
U009426,18-24,Karnataka,Free
U009427,45+,Telangana,Free
U009428,45+,Delhi,Free
U009429,25-34,Tamil Nadu,Free
U009430,25-34,West Bengal,Free
U009431,25-34,Maharashtra,Free
U009432,25-34,Gujarat,Premium
U009433,25-34,Uttar Pradesh,Free
U009434,25-34,Uttar Pradesh,Free
U009435,35-44,Punjab,Free
U009436,25-34,Gujarat,Free
U009437,18-24,Delhi,Premium
U009438,45+,Gujarat,Free
U009439,18-24,Delhi,Premium
U009440,18-24,Karnataka,Free
U009441,45+,Uttar Pradesh,Free
U009442,18-24,Telangana,Free
U009443,18-24,Punjab,Free
U009444,25-34,Karnataka,Free
U009445,35-44,Karnataka,Free
U009446,18-24,Uttar Pradesh,Free
U009447,25-34,Tamil Nadu,Premium
U009448,18-24,Maharashtra,Free
U009449,25-34,Delhi,Free
U009450,18-24,Telangana,Free
U009451,18-24,Maharashtra,Free
U009452,45+,Punjab,Premium
U009453,25-34,West Bengal,Premium
U009454,35-44,Gujarat,Free
U009455,45+,Maharashtra,Premium
U009456,45+,Karnataka,Free
U009457,35-44,Karnataka,Premium
U009458,18-24,Gujarat,Free
U009459,35-44,Kerala,Free
U009460,25-34,Uttar Pradesh,Free
U009461,18-24,West Bengal,Free
U009462,25-34,Delhi,Free
U009463,18-24,Uttar Pradesh,Free
U009464,25-34,Kerala,Free
U009465,35-44,West Bengal,Free
U009466,25-34,Karnataka,Free
U009467,18-24,Kerala,Premium
U009468,18-24,Tamil Nadu,Premium
U009469,35-44,Karnataka,Free
U009470,25-34,Punjab,Free
U009471,25-34,West Bengal,Free
U009472,35-44,West Bengal,Premium
U009473,35-44,Punjab,Premium
U009474,25-34,Karnataka,Premium
U009475,25-34,Punjab,Free
U009476,18-24,Kerala,Premium
U009477,45+,Karnataka,Free
U009478,25-34,Kerala,Free
U009479,35-44,Punjab,Free
U009480,18-24,Karnataka,Free
U009481,25-34,Maharashtra,Free
U009482,25-34,Maharashtra,Free
U009483,25-34,Maharashtra,Free
U009484,25-34,Maharashtra,Premium
U009485,35-44,Uttar Pradesh,Premium
U009486,18-24,Punjab,Free
U009487,35-44,Telangana,Free
U009488,18-24,Uttar Pradesh,Free
U009489,25-34,Tamil Nadu,Premium
U009490,18-24,Karnataka,Free
U009491,18-24,Kerala,Free
U009492,35-44,Kerala,Free
U009493,18-24,Delhi,Free
U009494,45+,Uttar Pradesh,Free
U009495,18-24,Delhi,Premium
U009496,25-34,Karnataka,Premium
U009497,18-24,Uttar Pradesh,Free
U009498,25-34,Telangana,Free
U009499,45+,Telangana,Free
U009500,25-34,Gujarat,Free
U009501,25-34,Tamil Nadu,Free
U009502,35-44,West Bengal,Free
U009503,35-44,Telangana,Free
U009504,18-24,Delhi,Free
U009505,25-34,Karnataka,Free
U009506,25-34,Kerala,Free
U009507,35-44,Karnataka,Free
U009508,18-24,Uttar Pradesh,Premium
U009509,25-34,Uttar Pradesh,Free
U009510,45+,Kerala,Free
U009511,25-34,Maharashtra,Free
U009512,25-34,Kerala,Free
U009513,45+,Uttar Pradesh,Premium
U009514,18-24,Kerala,Premium
U009515,25-34,West Bengal,Premium
U009516,35-44,West Bengal,Premium
U009517,35-44,Tamil Nadu,Premium
U009518,45+,Punjab,Premium
U009519,25-34,Tamil Nadu,Free
U009520,18-24,Uttar Pradesh,Premium
U009521,25-34,Maharashtra,Free
U009522,18-24,Delhi,Premium
U009523,45+,Gujarat,Free
U009524,18-24,Gujarat,Free
U009525,25-34,Telangana,Free
U009526,25-34,Karnataka,Premium
U009527,18-24,Delhi,Free
U009528,18-24,West Bengal,Premium
U009529,25-34,Telangana,Free
U009530,18-24,Gujarat,Free
U009531,45+,Karnataka,Premium
U009532,45+,Kerala,Free
U009533,18-24,Uttar Pradesh,Free
U009534,35-44,Delhi,Premium
U009535,18-24,Kerala,Free
U009536,18-24,West Bengal,Free
U009537,18-24,Tamil Nadu,Free
U009538,35-44,Punjab,Free
U009539,25-34,Delhi,Premium
U009540,18-24,Delhi,Free
U009541,35-44,Punjab,Free
U009542,35-44,Telangana,Premium
U009543,35-44,Telangana,Premium
U009544,25-34,Uttar Pradesh,Free
U009545,35-44,Kerala,Free
U009546,25-34,Uttar Pradesh,Free
U009547,18-24,Kerala,Free
U009548,35-44,Telangana,Free
U009549,18-24,Gujarat,Free
U009550,35-44,Kerala,Premium
U009551,25-34,Gujarat,Free
U009552,18-24,Punjab,Free
U009553,18-24,Kerala,Free
U009554,25-34,Punjab,Premium
U009555,35-44,Karnataka,Free
U009556,35-44,Kerala,Premium
U009557,25-34,Telangana,Free
U009558,18-24,Kerala,Free
U009559,18-24,Kerala,Premium
U009560,35-44,Kerala,Free
U009561,25-34,Delhi,Free
U009562,35-44,Delhi,Free
U009563,18-24,Punjab,Premium
U009564,18-24,Karnataka,Free
U009565,25-34,Gujarat,Free
U009566,25-34,Maharashtra,Free
U009567,25-34,Telangana,Premium
U009568,18-24,Kerala,Premium
U009569,35-44,Karnataka,Premium
U009570,25-34,Karnataka,Free
U009571,35-44,Punjab,Free
U009572,25-34,Tamil Nadu,Premium
U009573,25-34,West Bengal,Free
U009574,25-34,Telangana,Free
U009575,25-34,Gujarat,Premium
U009576,25-34,Maharashtra,Premium
U009577,25-34,Punjab,Premium
U009578,18-24,Karnataka,Free
U009579,45+,Karnataka,Free
U009580,18-24,Kerala,Free
U009581,18-24,Delhi,Premium
U009582,35-44,Punjab,Premium
U009583,18-24,Maharashtra,Free
U009584,45+,Telangana,Free
U009585,25-34,Uttar Pradesh,Premium
U009586,18-24,Uttar Pradesh,Free
U009587,18-24,Maharashtra,Free
U009588,18-24,Delhi,Premium
U009589,18-24,Telangana,Free
U009590,18-24,Punjab,Premium
U009591,18-24,Punjab,Premium
U009592,18-24,West Bengal,Premium
U009593,25-34,Karnataka,Free
U009594,18-24,Telangana,Free
U009595,18-24,Maharashtra,Free
U009596,18-24,Uttar Pradesh,Premium
U009597,18-24,Maharashtra,Free
U009598,18-24,Maharashtra,Free
U009599,18-24,Tamil Nadu,Premium
U009600,25-34,Gujarat,Free
U009601,45+,West Bengal,Premium
U009602,18-24,Tamil Nadu,Free
U009603,18-24,Punjab,Free
U009604,25-34,Punjab,Free
U009605,25-34,West Bengal,Free
U009606,18-24,Telangana,Free
U009607,35-44,West Bengal,Free
U009608,35-44,Tamil Nadu,Free
U009609,45+,Karnataka,Free
U009610,45+,Delhi,Free
U009611,25-34,Punjab,Premium
U009612,25-34,Punjab,Free
U009613,25-34,Tamil Nadu,Premium
U009614,35-44,Punjab,Premium
U009615,25-34,Kerala,Premium
U009616,18-24,Telangana,Free
U009617,18-24,Karnataka,Premium
U009618,25-34,Maharashtra,Free
U009619,25-34,Delhi,Free
U009620,35-44,Maharashtra,Free
U009621,18-24,Karnataka,Premium
U009622,35-44,Karnataka,Premium
U009623,18-24,Maharashtra,Free
U009624,25-34,Kerala,Free
U009625,25-34,Telangana,Free
U009626,18-24,Uttar Pradesh,Free
U009627,25-34,Gujarat,Free
U009628,18-24,Maharashtra,Free
U009629,18-24,West Bengal,Premium
U009630,35-44,Uttar Pradesh,Free
U009631,18-24,Gujarat,Free
U009632,35-44,West Bengal,Free
U009633,35-44,Delhi,Premium
U009634,18-24,Uttar Pradesh,Premium
U009635,35-44,Gujarat,Premium
U009636,35-44,Telangana,Free
U009637,35-44,Uttar Pradesh,Free
U009638,35-44,Tamil Nadu,Free
U009639,25-34,Telangana,Free
U009640,45+,Kerala,Free
U009641,18-24,Kerala,Free
U009642,18-24,Telangana,Free
U009643,35-44,Kerala,Free
U009644,18-24,Gujarat,Free
U009645,25-34,West Bengal,Free
U009646,25-34,Gujarat,Free
U009647,18-24,Tamil Nadu,Free
U009648,35-44,Telangana,Premium
U009649,18-24,West Bengal,Free
U009650,18-24,Telangana,Free
U009651,25-34,Delhi,Free
U009652,35-44,Tamil Nadu,Free
U009653,35-44,Delhi,Premium
U009654,18-24,West Bengal,Free
U009655,35-44,Kerala,Premium
U009656,25-34,West Bengal,Free
U009657,35-44,Gujarat,Premium
U009658,18-24,West Bengal,Premium
U009659,25-34,Karnataka,Free
U009660,25-34,Maharashtra,Free
U009661,25-34,Maharashtra,Free
U009662,18-24,Uttar Pradesh,Premium
U009663,25-34,Kerala,Free
U009664,25-34,Karnataka,Free
U009665,25-34,Uttar Pradesh,Free
U009666,25-34,Punjab,Free
U009667,18-24,Kerala,Premium
U009668,35-44,Punjab,Premium
U009669,25-34,Kerala,Free
U009670,25-34,Maharashtra,Premium
U009671,45+,West Bengal,Premium
U009672,25-34,Tamil Nadu,Premium
U009673,18-24,Telangana,Free
U009674,25-34,Maharashtra,Premium
U009675,45+,Karnataka,Free
U009676,18-24,Delhi,Free
U009677,25-34,West Bengal,Premium
U009678,18-24,Maharashtra,Free
U009679,35-44,Uttar Pradesh,Free
U009680,25-34,Delhi,Premium
U009681,45+,Telangana,Free
U009682,25-34,Uttar Pradesh,Free
U009683,18-24,Tamil Nadu,Free
U009684,25-34,Telangana,Premium
U009685,45+,Uttar Pradesh,Free
U009686,18-24,Maharashtra,Free
U009687,18-24,Telangana,Premium
U009688,35-44,Telangana,Premium
U009689,25-34,Kerala,Free
U009690,18-24,West Bengal,Free
U009691,18-24,Tamil Nadu,Premium
U009692,18-24,Telangana,Free
U009693,25-34,Punjab,Premium
U009694,25-34,Karnataka,Free
U009695,25-34,Uttar Pradesh,Premium
U009696,35-44,West Bengal,Premium
U009697,18-24,West Bengal,Free
U009698,25-34,Delhi,Free
U009699,25-34,Karnataka,Free
U009700,25-34,Punjab,Free
U009701,25-34,Uttar Pradesh,Free
U009702,25-34,Uttar Pradesh,Free
U009703,45+,Karnataka,Free
U009704,18-24,Tamil Nadu,Free
U009705,18-24,West Bengal,Free
U009706,25-34,Delhi,Premium
U009707,25-34,Telangana,Free
U009708,18-24,Punjab,Free
U009709,35-44,Telangana,Free
U009710,35-44,Kerala,Free
U009711,25-34,Kerala,Free
U009712,25-34,Delhi,Free
U009713,18-24,Punjab,Free
U009714,25-34,Karnataka,Free
U009715,25-34,Kerala,Free
U009716,35-44,Karnataka,Free
U009717,25-34,Tamil Nadu,Premium
U009718,18-24,Punjab,Free
U009719,18-24,Karnataka,Free
U009720,18-24,Tamil Nadu,Free
U009721,45+,Punjab,Premium
U009722,35-44,Delhi,Free
U009723,35-44,Delhi,Free
U009724,35-44,Tamil Nadu,Premium
U009725,18-24,Delhi,Free
U009726,35-44,Maharashtra,Free
U009727,35-44,Gujarat,Premium
U009728,18-24,Uttar Pradesh,Premium
U009729,25-34,Telangana,Premium
U009730,25-34,West Bengal,Premium
U009731,35-44,Delhi,Free
U009732,18-24,Maharashtra,Free
U009733,35-44,Maharashtra,Free
U009734,45+,Delhi,Free
U009735,45+,Delhi,Premium
U009736,18-24,Kerala,Free
U009737,18-24,Kerala,Free
U009738,25-34,Kerala,Premium
U009739,18-24,Punjab,Free
U009740,18-24,Karnataka,Free
U009741,35-44,Karnataka,Premium
U009742,18-24,Delhi,Free
U009743,25-34,Tamil Nadu,Premium
U009744,45+,Telangana,Free
U009745,25-34,Punjab,Free
U009746,45+,Punjab,Free
U009747,25-34,Tamil Nadu,Free
U009748,18-24,Maharashtra,Free
U009749,18-24,Telangana,Premium
U009750,25-34,Karnataka,Free
U009751,18-24,Kerala,Free
U009752,35-44,Kerala,Free
U009753,45+,Karnataka,Free
U009754,18-24,Karnataka,Free
U009755,18-24,Telangana,Free
U009756,25-34,Maharashtra,Premium
U009757,25-34,Delhi,Premium
U009758,18-24,Delhi,Free
U009759,18-24,Punjab,Free
U009760,18-24,Telangana,Free
U009761,25-34,Punjab,Free
U009762,18-24,Telangana,Premium
U009763,35-44,West Bengal,Free
U009764,18-24,West Bengal,Free
U009765,25-34,Telangana,Free
U009766,25-34,Telangana,Free
U009767,18-24,Tamil Nadu,Free
U009768,35-44,Tamil Nadu,Free
U009769,25-34,Kerala,Premium
U009770,35-44,Tamil Nadu,Free
U009771,25-34,Karnataka,Free
U009772,25-34,Uttar Pradesh,Free
U009773,18-24,Uttar Pradesh,Premium
U009774,25-34,Gujarat,Free
U009775,25-34,Gujarat,Free
U009776,25-34,Karnataka,Free
U009777,18-24,Uttar Pradesh,Premium
U009778,18-24,West Bengal,Free
U009779,18-24,Gujarat,Free
U009780,18-24,Maharashtra,Free
U009781,25-34,Delhi,Premium
U009782,45+,Maharashtra,Premium
U009783,18-24,Uttar Pradesh,Free
U009784,18-24,Karnataka,Free
U009785,18-24,Maharashtra,Free
U009786,18-24,Kerala,Free
U009787,25-34,Kerala,Free
U009788,18-24,Uttar Pradesh,Free
U009789,45+,Telangana,Premium
U009790,35-44,West Bengal,Free
U009791,25-34,West Bengal,Free
U009792,45+,Kerala,Free
U009793,25-34,Telangana,Free
U009794,45+,Maharashtra,Premium
U009795,18-24,Delhi,Premium
U009796,45+,Uttar Pradesh,Premium
U009797,18-24,Maharashtra,Premium
U009798,25-34,Maharashtra,Free
U009799,45+,Gujarat,Free
U009800,25-34,Uttar Pradesh,Free
U009801,18-24,Tamil Nadu,Premium
U009802,18-24,Delhi,Free
U009803,18-24,Telangana,Free
U009804,25-34,Maharashtra,Premium
U009805,25-34,Karnataka,Free
U009806,25-34,Telangana,Premium
U009807,35-44,Gujarat,Premium
U009808,18-24,Delhi,Free
U009809,35-44,West Bengal,Premium
U009810,25-34,Maharashtra,Free
U009811,35-44,Tamil Nadu,Premium
U009812,35-44,West Bengal,Free
U009813,45+,Maharashtra,Free
U009814,18-24,Kerala,Free
U009815,25-34,Uttar Pradesh,Premium
U009816,45+,Punjab,Premium
U009817,35-44,Kerala,Free
U009818,18-24,Telangana,Premium
U009819,25-34,Uttar Pradesh,Free
U009820,35-44,Telangana,Premium
U009821,18-24,Gujarat,Free
U009822,25-34,Delhi,Premium
U009823,35-44,Punjab,Premium
U009824,25-34,Tamil Nadu,Premium
U009825,18-24,Uttar Pradesh,Free
U009826,25-34,West Bengal,Premium
U009827,25-34,Punjab,Free
U009828,25-34,Gujarat,Free
U009829,25-34,West Bengal,Free
U009830,25-34,Tamil Nadu,Premium
U009831,35-44,Karnataka,Premium
U009832,35-44,West Bengal,Free
U009833,35-44,Gujarat,Premium
U009834,25-34,Telangana,Free
U009835,18-24,Gujarat,Free
U009836,35-44,Kerala,Free
U009837,18-24,Maharashtra,Free
U009838,25-34,Kerala,Free
U009839,18-24,Telangana,Free
U009840,25-34,Telangana,Free
U009841,25-34,West Bengal,Free
U009842,25-34,Maharashtra,Free
U009843,25-34,Uttar Pradesh,Premium
U009844,18-24,Gujarat,Free
U009845,18-24,Uttar Pradesh,Free
U009846,25-34,West Bengal,Premium
U009847,35-44,Punjab,Free
U009848,35-44,West Bengal,Premium
U009849,45+,Punjab,Free
U009850,18-24,Telangana,Free
U009851,18-24,Gujarat,Free
U009852,25-34,Delhi,Premium
U009853,25-34,Tamil Nadu,Free
U009854,35-44,Tamil Nadu,Premium
U009855,35-44,Uttar Pradesh,Free
U009856,25-34,Telangana,Free
U009857,25-34,Karnataka,Free
U009858,45+,Karnataka,Premium
U009859,18-24,Karnataka,Free
U009860,35-44,Delhi,Free
U009861,35-44,Kerala,Premium
U009862,18-24,Kerala,Premium
U009863,45+,Delhi,Premium
U009864,35-44,Tamil Nadu,Premium
U009865,35-44,Kerala,Free
U009866,18-24,Kerala,Free
U009867,18-24,Maharashtra,Free
U009868,25-34,Maharashtra,Free
U009869,18-24,Maharashtra,Free
U009870,18-24,Telangana,Free
U009871,25-34,Uttar Pradesh,Premium
U009872,18-24,Maharashtra,Free
U009873,35-44,Kerala,Premium
U009874,25-34,Kerala,Free
U009875,18-24,Uttar Pradesh,Premium
U009876,25-34,Telangana,Free
U009877,18-24,Uttar Pradesh,Free
U009878,18-24,Tamil Nadu,Free
U009879,25-34,Punjab,Free
U009880,25-34,Uttar Pradesh,Free
U009881,18-24,Telangana,Premium
U009882,25-34,Karnataka,Premium
U009883,25-34,West Bengal,Free
U009884,25-34,Tamil Nadu,Free
U009885,18-24,Kerala,Free
U009886,35-44,Kerala,Free
U009887,25-34,Maharashtra,Free
U009888,18-24,Telangana,Free
U009889,25-34,Gujarat,Free
U009890,35-44,West Bengal,Free
U009891,18-24,Kerala,Free
U009892,25-34,Uttar Pradesh,Free
U009893,35-44,Karnataka,Premium
