song_id,artist_id,album_id,song_name,language,genre,duration_seconds,artist_popularity
S00761,A0088,AL00161,Song_00761,Marathi,Lo-Fi,134.4,35.14
S00762,A0276,AL00517,Song_00762,Kannada,Indie,283.96,94.21
S00763,A0474,AL00437,Song_00763,Hindi,Electronic,254.04,25.47
S00764,A0468,AL00044,Song_00764,English,Rock,287.73,28.12
S00765,A0181,AL00246,Song_00765,Hindi,Hip-Hop,204.6,63.48
S00766,A0390,AL00641,Song_00766,Malayalam,Hip-Hop,194.39,0.39
S00767,A0306,AL00443,Song_00767,English,Hip-Hop,184.51,72.76
S00768,A0240,AL01192,Song_00768,Marathi,Classical,230.94,37.75
S00769,A0070,AL00574,Song_00769,Bengali,Romantic,183.28,97.77
S00770,A0188,AL01150,Song_00770,Gujarati,Folk,254.33,69.14
S00771,A0326,AL00793,Song_00771,Hindi,Indie,264.24,5.22
S00772,A0493,AL00049,Song_00772,Telugu,Lo-Fi,277.65,9.26
S00773,A0003,AL00244,Song_00773,Kannada,Indie,163.7,8.82
S00774,A0359,AL00847,Song_00774,Hindi,Rock,214.86,95.26
S00775,A0423,AL00654,Song_00775,Telugu,Indie,160.22,68.41
S00776,A0475,AL00362,Song_00776,English,Romantic,126.76,42.76
S00777,A0212,AL00626,Song_00777,Marathi,Folk,247.41,20.05
S00778,A0060,AL01083,Song_00778,Punjabi,Electronic,218.82,87.36
S00779,A0136,AL00467,Song_00779,Hindi,Romantic,250.31,20.16
S00780,A0425,AL00055,Song_00780,Hindi,Indie,135.77,70.67
S00781,A0439,AL00373,Song_00781,Hindi,Indie,299.19,76.33
S00782,A0318,AL01123,Song_00782,Hindi,Hip-Hop,298.98,29.47
S00783,A0062,AL00914,Song_00783,Marathi,Romantic,203.7,50.49
S00784,A0061,AL01005,Song_00784,English,Electronic,275.89,22.3
S00785,A0239,AL01094,Song_00785,Hindi,Hip-Hop,163.84,37.89
S00786,A0294,AL00141,Song_00786,Tamil,Indie,252.76,96.51
S00787,A0017,AL00339,Song_00787,Tamil,Hip-Hop,278.26,69.31
S00788,A0343,AL00072,Song_00788,Punjabi,Devotional,266.64,84.66
S00789,A0272,AL00006,Song_00789,Malayalam,Pop,266.12,54.06
S00790,A0007,AL01001,Song_00790,English,Rock,203.34,23.9
S00791,A0048,AL01124,Song_00791,Bengali,Indie,267.6,71.29
S00792,A0227,AL00187,Song_00792,Hindi,Classical,244.33,50.06
S00793,A0361,AL00866,Song_00793,Tamil,Devotional,143.84,17.68
S00794,A0412,AL00642,Song_00794,Gujarati,Romantic,140.55,41.24
S00795,A0216,AL00084,Song_00795,Bengali,Classical,258.95,63.48
S00796,A0148,AL01098,Song_00796,Punjabi,Electronic,232.58,73.53
S00797,A0484,AL01045,Song_00797,Marathi,Rock,213.49,24.32
S00798,A0229,AL00681,Song_00798,English,Romantic,283.31,87.6
S00799,A0158,AL00849,Song_00799,Marathi,Folk,238.73,37.96
S00800,A0221,AL00477,Song_00800,Telugu,Electronic,191.31,27.11
S00801,A0007,AL00951,Song_00801,Gujarati,Devotional,194.51,19.51
S00802,A0151,AL00534,Song_00802,English,Electronic,228.94,80.42
S00803,A0258,AL01187,Song_00803,Hindi,Electronic,256.85,35.42
S00804,A0459,AL00076,Song_00804,Punjabi,Electronic,221.58,48.34
S00805,A0369,AL00207,Song_00805,Hindi,Indie,211.58,22.28
S00806,A0390,AL01162,Song_00806,Hindi,Pop,250.84,68.61
S00807,A0272,AL00347,Song_00807,English,Indie,246.95,78.1
S00808,A0056,AL00373,Song_00808,Tamil,Hip-Hop,269.46,33.94
S00809,A0196,AL00949,Song_00809,Hindi,Electronic,131.26,94.51
S00810,A0498,AL00228,Song_00810,Hindi,Classical,255.89,3.06
S00811,A0023,AL00616,Song_00811,Hindi,Lo-Fi,212.48,13.29
S00812,A0439,AL00343,Song_00812,Kannada,Indie,133.44,58.88
S00813,A0342,AL00238,Song_00813,Tamil,Indie,242.22,70.14
S00814,A0142,AL01157,Song_00814,Hindi,Lo-Fi,248.98,25.07
S00815,A0389,AL00240,Song_00815,Hindi,Classical,214.25,55.41
S00816,A0418,AL00114,Song_00816,Punjabi,Rock,262.88,31.84
S00817,A0022,AL00809,Song_00817,Hindi,Rock,174.04,55.41
S00818,A0054,AL01040,Song_00818,Punjabi,Folk,156.34,65.93
S00819,A0333,AL00153,Song_00819,English,Electronic,183.13,97.28
S00820,A0499,AL00849,Song_00820,Malayalam,Romantic,193.81,45.57
S00821,A0012,AL00649,Song_00821,Hindi,Classical,245.27,64.82
S00822,A0333,AL00996,Song_00822,Marathi,Rock,272.19,57.8
S00823,A0069,AL00153,Song_00823,Hindi,Devotional,249.77,31.76
S00824,A0325,AL01171,Song_00824,Malayalam,Pop,151.32,25.31
S00825,A0312,AL00743,Song_00825,Gujarati,Electronic,185.92,98.79
S00826,A0046,AL01010,Song_00826,Tamil,Electronic,148.51,20.69
S00827,A0340,AL00434,Song_00827,English,Hip-Hop,243.61,79.03
S00828,A0448,AL01132,Song_00828,Hindi,Romantic,164.67,14.66
S00829,A0431,AL00752,Song_00829,Telugu,Devotional,214.57,80.44
S00830,A0015,AL00153,Song_00830,Tamil,Hip-Hop,262.53,18.57
S00831,A0123,AL01107,Song_00831,Hindi,Lo-Fi,240.77,96.72
S00832,A0121,AL00955,Song_00832,English,Electronic,173.71,68.6
S00833,A0227,AL00360,Song_00833,English,Lo-Fi,179.92,9.01
S00834,A0072,AL00655,Song_00834,Bengali,Indie,237.61,69.32
S00835,A0427,AL00466,Song_00835,Tamil,Lo-Fi,218.9,60.36
S00836,A0388,AL00652,Song_00836,Marathi,Pop,137.35,33.75
S00837,A0404,AL01158,Song_00837,Marathi,Hip-Hop,277.32,26.07
S00838,A0099,AL01078,Song_00838,Hindi,Pop,212.27,71.88
S00839,A0008,AL00259,Song_00839,English,Devotional,205.2,74.14
S00840,A0455,AL01166,Song_00840,Hindi,Indie,155.72,32.72
S00841,A0145,AL00526,Song_00841,Telugu,Hip-Hop,187.86,87.62
S00842,A0328,AL00846,Song_00842,English,Rock,179.91,26.88
S00843,A0454,AL00917,Song_00843,English,Devotional,168.73,6.99
S00844,A0019,AL00580,Song_00844,Hindi,Romantic,222.13,59.99
S00845,A0003,AL00548,Song_00845,Hindi,Indie,203.21,10.71
S00846,A0003,AL00548,Song_00846,Punjabi,Devotional,280.06,27.67
S00847,A0079,AL01035,Song_00847,Hindi,Hip-Hop,289.44,50.72
S00848,A0026,AL00464,Song_00848,Hindi,Hip-Hop,159.51,28.64
S00849,A0410,AL00336,Song_00849,Telugu,Rock,138.02,21.5
S00850,A0303,AL00434,Song_00850,English,Indie,261.36,70.32
S00851,A0490,AL00234,Song_00851,English,Hip-Hop,299.08,54.7
S00852,A0400,AL00470,Song_00852,English,Rock,275.45,83.98
S00853,A0481,AL00137,Song_00853,Telugu,Indie,124.27,58.12
S00854,A0120,AL00108,Song_00854,English,Romantic,165.23,48.34
S00855,A0144,AL00868,Song_00855,Telugu,Indie,127.8,26.13
S00856,A0424,AL00093,Song_00856,Malayalam,Romantic,267.74,79.21
S00857,A0123,AL00682,Song_00857,Marathi,Romantic,224.65,19.69
S00858,A0029,AL00936,Song_00858,English,Hip-Hop,212.47,24.22
S00859,A0334,AL00869,Song_00859,Tamil,Hip-Hop,219.8,84.16
S00860,A0400,AL00535,Song_00860,English,Pop,165.44,74.12
S00861,A0484,AL00233,Song_00861,English,Lo-Fi,228.29,61.29
S00862,A0463,AL01116,Song_00862,Punjabi,Rock,125.52,3.89
S00863,A0060,AL01002,Song_00863,English,Folk,236.28,12.73
S00864,A0386,AL00735,Song_00864,Hindi,Lo-Fi,252.2,50.0
S00865,A0423,AL00105,Song_00865,English,Folk,241.14,74.63
S00866,A0349,AL00043,Song_00866,Hindi,Folk,179.78,46.41
S00867,A0410,AL00378,Song_00867,English,Romantic,268.73,1.73
S00868,A0419,AL00189,Song_00868,Punjabi,Rock,248.8,18.43
S00869,A0223,AL01032,Song_00869,Malayalam,Electronic,143.09,58.88
S00870,A0021,AL00247,Song_00870,Hindi,Indie,155.13,69.42
S00871,A0228,AL00339,Song_00871,Marathi,Pop,234.68,3.34
S00872,A0101,AL01170,Song_00872,English,Indie,172.09,4.33
S00873,A0057,AL00982,Song_00873,Hindi,Folk,141.5,26.13
S00874,A0063,AL00263,Song_00874,Hindi,Folk,147.89,8.35
S00875,A0348,AL00460,Song_00875,Hindi,Rock,149.81,54.19
S00876,A0252,AL00619,Song_00876,Hindi,Hip-Hop,206.0,12.37
S00877,A0270,AL00797,Song_00877,Hindi,Rock,229.33,64.82
S00878,A0372,AL01123,Song_00878,English,Hip-Hop,151.75,77.72
S00879,A0274,AL01045,Song_00879,Punjabi,Rock,248.25,97.05
S00880,A0315,AL01172,Song_00880,Hindi,Rock,170.58,94.84
S00881,A0043,AL00049,Song_00881,Hindi,Classical,176.08,27.34
S00882,A0425,AL00284,Song_00882,Hindi,Pop,160.23,2.94
S00883,A0224,AL00676,Song_00883,Punjabi,Hip-Hop,261.34,32.94
S00884,A0078,AL00059,Song_00884,English,Rock,292.77,70.85
S00885,A0406,AL00427,Song_00885,Punjabi,Romantic,208.65,5.98
S00886,A0367,AL00185,Song_00886,Hindi,Folk,127.57,35.97
S00887,A0027,AL01119,Song_00887,Hindi,Devotional,166.9,29.8
S00888,A0097,AL00076,Song_00888,Malayalam,Lo-Fi,148.45,21.93
S00889,A0008,AL00178,Song_00889,Hindi,Indie,271.7,70.61
S00890,A0136,AL00234,Song_00890,Hindi,Romantic,135.27,65.91
S00891,A0050,AL00179,Song_00891,Hindi,Lo-Fi,293.97,53.55
S00892,A0355,AL00682,Song_00892,Gujarati,Classical,225.93,91.08
S00893,A0261,AL00437,Song_00893,Marathi,Devotional,213.19,10.31
S00894,A0490,AL01095,Song_00894,Marathi,Rock,272.52,14.97
S00895,A0374,AL00313,Song_00895,Gujarati,Classical,124.96,38.34
S00896,A0306,AL00645,Song_00896,Hindi,Classical,259.89,65.59
S00897,A0255,AL00792,Song_00897,Gujarati,Hip-Hop,140.99,58.41
S00898,A0028,AL00751,Song_00898,Hindi,Indie,271.34,7.4
S00899,A0036,AL00955,Song_00899,Marathi,Electronic,215.25,95.84
S00900,A0308,AL00243,Song_00900,English,Pop,131.0,30.51
S00901,A0003,AL00609,Song_00901,English,Romantic,269.98,35.9
S00902,A0022,AL00960,Song_00902,Malayalam,Folk,124.92,62.36
S00903,A0110,AL01035,Song_00903,Hindi,Indie,144.91,94.52
S00904,A0442,AL00741,Song_00904,Gujarati,Lo-Fi,263.61,66.27
S00905,A0230,AL00782,Song_00905,English,Devotional,203.68,95.48
S00906,A0355,AL01037,Song_00906,Marathi,Devotional,278.65,18.76
S00907,A0206,AL00750,Song_00907,Gujarati,Folk,234.38,61.88
S00908,A0087,AL01138,Song_00908,Hindi,Devotional,232.24,82.89
S00909,A0186,AL00153,Song_00909,Malayalam,Rock,172.6,50.9
S00910,A0046,AL00418,Song_00910,Punjabi,Indie,144.06,36.22
S00911,A0385,AL00135,Song_00911,Tamil,Hip-Hop,293.01,98.48
S00912,A0092,AL00109,Song_00912,Hindi,Rock,138.86,14.1
S00913,A0188,AL00566,Song_00913,Punjabi,Devotional,215.22,41.09
S00914,A0490,AL00271,Song_00914,Marathi,Romantic,169.06,87.34
S00915,A0296,AL00489,Song_00915,English,Devotional,167.55,90.05
S00916,A0229,AL00525,Song_00916,Hindi,Indie,227.03,98.04
S00917,A0271,AL00745,Song_00917,Hindi,Rock,263.63,88.48
S00918,A0392,AL01134,Song_00918,Bengali,Pop,259.89,5.1
S00919,A0127,AL01019,Song_00919,Hindi,Electronic,276.38,92.98
S00920,A0318,AL00454,Song_00920,Tamil,Folk,172.72,42.82
S00921,A0436,AL00391,Song_00921,Gujarati,Electronic,203.84,65.16
S00922,A0286,AL00925,Song_00922,Hindi,Classical,121.68,39.43
S00923,A0223,AL00149,Song_00923,Hindi,Devotional,254.43,81.37
S00924,A0073,AL00649,Song_00924,Marathi,Classical,174.42,57.59
S00925,A0124,AL00508,Song_00925,Hindi,Rock,221.07,84.55
S00926,A0473,AL00220,Song_00926,Punjabi,Rock,150.47,19.38
S00927,A0271,AL00740,Song_00927,Tamil,Hip-Hop,267.49,18.5
S00928,A0151,AL00385,Song_00928,Punjabi,Lo-Fi,267.11,44.04
S00929,A0209,AL00223,Song_00929,English,Devotional,277.94,0.48
S00930,A0289,AL00784,Song_00930,Tamil,Romantic,128.27,69.29
S00931,A0269,AL00209,Song_00931,Punjabi,Folk,298.64,29.61
S00932,A0350,AL00807,Song_00932,Hindi,Romantic,164.6,55.73
S00933,A0129,AL00195,Song_00933,Punjabi,Indie,175.7,7.0
S00934,A0324,AL00522,Song_00934,Kannada,Romantic,164.88,17.06
S00935,A0221,AL00969,Song_00935,Marathi,Rock,168.16,62.29
S00936,A0470,AL00275,Song_00936,English,Devotional,219.48,30.57
S00937,A0079,AL00921,Song_00937,English,Lo-Fi,163.17,21.47
S00938,A0075,AL00866,Song_00938,Hindi,Lo-Fi,190.88,22.88
S00939,A0231,AL01083,Song_00939,Hindi,Folk,238.01,21.48
S00940,A0254,AL00203,Song_00940,Hindi,Hip-Hop,270.48,62.29
S00941,A0345,AL00858,Song_00941,Gujarati,Pop,244.69,16.77
S00942,A0202,AL01124,Song_00942,Hindi,Lo-Fi,226.98,36.27
S00943,A0456,AL00915,Song_00943,Telugu,Lo-Fi,146.59,68.79
S00944,A0237,AL00226,Song_00944,Hindi,Hip-Hop,266.9,51.37
S00945,A0065,AL00986,Song_00945,Hindi,Pop,126.71,59.73
S00946,A0060,AL00129,Song_00946,English,Devotional,167.55,25.09
S00947,A0486,AL00707,Song_00947,English,Pop,130.27,93.27
S00948,A0067,AL00597,Song_00948,Telugu,Pop,240.14,41.39
S00949,A0473,AL00637,Song_00949,Malayalam,Lo-Fi,186.31,28.7
S00950,A0139,AL00623,Song_00950,Kannada,Classical,237.37,90.43
S00951,A0047,AL00038,Song_00951,Hindi,Romantic,182.47,65.53
S00952,A0153,AL00610,Song_00952,Telugu,Devotional,202.03,61.39
S00953,A0307,AL01124,Song_00953,Hindi,Rock,202.43,88.67
S00954,A0214,AL00524,Song_00954,Kannada,Indie,128.2,5.85
S00955,A0393,AL00333,Song_00955,Punjabi,Folk,197.44,83.77
S00956,A0305,AL01193,Song_00956,English,Hip-Hop,235.39,67.79
S00957,A0200,AL00119,Song_00957,Hindi,Devotional,218.29,36.0
S00958,A0317,AL00584,Song_00958,Hindi,Folk,133.55,25.64
S00959,A0485,AL00615,Song_00959,Hindi,Classical,240.25,10.48
S00960,A0206,AL00574,Song_00960,Kannada,Lo-Fi,175.6,94.11
S00961,A0077,AL01106,Song_00961,Telugu,Classical,122.6,14.19
S00962,A0204,AL00506,Song_00962,Gujarati,Classical,148.01,25.94
S00963,A0420,AL01167,Song_00963,Hindi,Folk,209.56,69.11
S00964,A0109,AL00081,Song_00964,Punjabi,Devotional,175.87,71.02
S00965,A0474,AL00880,Song_00965,Hindi,Folk,244.99,16.08
S00966,A0294,AL00711,Song_00966,Punjabi,Electronic,163.32,81.41
S00967,A0301,AL00289,Song_00967,English,Electronic,259.1,51.03
S00968,A0159,AL00274,Song_00968,Hindi,Hip-Hop,171.57,84.85
S00969,A0460,AL00863,Song_00969,Punjabi,Rock,231.76,8.73
S00970,A0018,AL00765,Song_00970,Hindi,Folk,263.86,4.28
S00971,A0150,AL00733,Song_00971,English,Devotional,189.4,63.7
S00972,A0209,AL00061,Song_00972,Marathi,Hip-Hop,128.42,15.0
S00973,A0239,AL00717,Song_00973,Hindi,Rock,216.38,52.49
S00974,A0237,AL01177,Song_00974,Malayalam,Electronic,299.17,1.41
S00975,A0074,AL00021,Song_00975,Punjabi,Romantic,294.42,77.99
S00976,A0113,AL00563,Song_00976,Telugu,Romantic,159.78,89.95
S00977,A0048,AL00593,Song_00977,Marathi,Electronic,256.03,83.89
S00978,A0286,AL01076,Song_00978,Tamil,Hip-Hop,182.09,95.84
S00979,A0176,AL00340,Song_00979,Tamil,Electronic,148.85,90.31
S00980,A0283,AL00571,Song_00980,Kannada,Indie,239.86,44.4
S00981,A0295,AL00860,Song_00981,Marathi,Lo-Fi,210.16,39.83
S00982,A0351,AL00073,Song_00982,Hindi,Indie,217.06,89.62
S00983,A0273,AL00961,Song_00983,Hindi,Folk,268.93,92.69
S00984,A0324,AL00986,Song_00984,Marathi,Folk,180.58,97.28
S00985,A0293,AL00863,Song_00985,Hindi,Hip-Hop,240.08,76.83
S00986,A0326,AL00778,Song_00986,Hindi,Lo-Fi,185.91,20.2
S00987,A0308,AL00897,Song_00987,Hindi,Electronic,127.69,94.5
S00988,A0158,AL00938,Song_00988,Punjabi,Romantic,188.04,94.71
S00989,A0123,AL01084,Song_00989,Hindi,Pop,291.01,66.61
S00990,A0393,AL00514,Song_00990,Marathi,Hip-Hop,206.99,85.73
S00991,A0172,AL00547,Song_00991,Telugu,Pop,139.48,56.12
S00992,A0275,AL00765,Song_00992,Bengali,Rock,243.81,94.41
S00993,A0099,AL00232,Song_00993,English,Lo-Fi,293.41,9.39
S00994,A0216,AL01027,Song_00994,Punjabi,Classical,283.43,86.4
S00995,A0265,AL00924,Song_00995,Punjabi,Pop,222.95,5.55
S00996,A0313,AL00757,Song_00996,English,Classical,187.73,33.91
S00997,A0263,AL00362,Song_00997,Marathi,Hip-Hop,224.52,13.53
S00998,A0180,AL00417,Song_00998,Hindi,Folk,266.87,47.91
S00999,A0480,AL00522,Song_00999,Gujarati,Pop,275.02,23.22
S01000,A0256,AL00795,Song_01000,Hindi,Electronic,267.39,95.21
S01001,A0404,AL00933,Song_01001,Bengali,Classical,201.99,55.93
S01002,A0368,AL00806,Song_01002,Punjabi,Pop,141.39,89.77
S01003,A0279,AL01115,Song_01003,Hindi,Devotional,222.45,27.81
S01004,A0443,AL01152,Song_01004,Tamil,Classical,148.16,2.6
S01005,A0065,AL00846,Song_01005,Hindi,Electronic,130.97,77.57
S01006,A0460,AL00445,Song_01006,Telugu,Devotional,209.76,70.24
S01007,A0425,AL00719,Song_01007,Punjabi,Electronic,237.97,54.55
S01008,A0252,AL00510,Song_01008,Hindi,Classical,273.75,81.53
S01009,A0366,AL00755,Song_01009,Hindi,Pop,260.91,84.01
S01010,A0260,AL00974,Song_01010,Telugu,Romantic,274.3,58.79
S01011,A0135,AL00443,Song_01011,Hindi,Classical,256.81,96.59
S01012,A0400,AL00607,Song_01012,Kannada,Rock,246.58,71.97
S01013,A0123,AL00055,Song_01013,Telugu,Electronic,121.82,67.69
S01014,A0157,AL00884,Song_01014,Tamil,Classical,232.7,36.14
S01015,A0260,AL00588,Song_01015,Hindi,Folk,141.69,0.23
S01016,A0418,AL00552,Song_01016,Tamil,Romantic,130.56,24.09
S01017,A0192,AL00639,Song_01017,Malayalam,Rock,148.15,76.39
S01018,A0247,AL00259,Song_01018,Hindi,Electronic,268.19,70.99
S01019,A0021,AL00717,Song_01019,English,Romantic,253.89,33.1
S01020,A0058,AL00894,Song_01020,Hindi,Rock,290.78,62.56
S01021,A0028,AL00420,Song_01021,English,Electronic,296.22,19.53
S01022,A0036,AL00158,Song_01022,Tamil,Indie,280.79,26.36
S01023,A0434,AL00464,Song_01023,English,Electronic,143.93,94.74
S01024,A0421,AL00239,Song_01024,Punjabi,Indie,278.11,41.32
S01025,A0411,AL00449,Song_01025,English,Folk,270.95,24.5
S01026,A0028,AL00752,Song_01026,Hindi,Folk,276.8,48.71
S01027,A0039,AL00136,Song_01027,Hindi,Lo-Fi,147.3,38.7
S01028,A0141,AL00896,Song_01028,Bengali,Romantic,141.02,72.95
S01029,A0283,AL00270,Song_01029,Marathi,Indie,286.29,96.21
S01030,A0167,AL01073,Song_01030,English,Romantic,151.29,59.17
S01031,A0244,AL00879,Song_01031,Telugu,Hip-Hop,186.35,59.11
S01032,A0087,AL00327,Song_01032,Hindi,Rock,202.08,36.48
S01033,A0365,AL00676,Song_01033,Hindi,Devotional,142.4,56.46
S01034,A0157,AL00133,Song_01034,Hindi,Classical,123.71,31.93
S01035,A0034,AL00120,Song_01035,Gujarati,Folk,298.94,0.11
S01036,A0371,AL01147,Song_01036,Tamil,Hip-Hop,277.8,86.61
S01037,A0451,AL00963,Song_01037,Marathi,Devotional,284.22,42.94
S01038,A0008,AL00186,Song_01038,Hindi,Electronic,171.22,49.21
S01039,A0218,AL00339,Song_01039,Hindi,Lo-Fi,159.62,8.35
S01040,A0413,AL00238,Song_01040,Marathi,Hip-Hop,196.66,83.71
S01041,A0353,AL00474,Song_01041,English,Electronic,201.6,17.03
S01042,A0428,AL00350,Song_01042,Malayalam,Pop,121.01,41.06
S01043,A0208,AL00394,Song_01043,Telugu,Indie,260.27,84.03
S01044,A0186,AL00635,Song_01044,English,Classical,299.4,45.78
S01045,A0354,AL00227,Song_01045,Tamil,Lo-Fi,215.16,93.12
S01046,A0077,AL01059,Song_01046,Gujarati,Electronic,189.89,20.93
S01047,A0120,AL00873,Song_01047,English,Lo-Fi,190.7,71.52
S01048,A0300,AL00912,Song_01048,Marathi,Folk,137.29,97.8
S01049,A0334,AL00204,Song_01049,Kannada,Classical,167.91,54.96
S01050,A0060,AL00850,Song_01050,Hindi,Electronic,210.38,69.22
S01051,A0254,AL01003,Song_01051,Kannada,Pop,197.73,39.32
S01052,A0183,AL00211,Song_01052,Hindi,Indie,218.11,75.13
S01053,A0251,AL00901,Song_01053,Marathi,Pop,272.83,90.89
S01054,A0479,AL00429,Song_01054,Telugu,Electronic,160.54,70.31
S01055,A0039,AL00945,Song_01055,Marathi,Lo-Fi,124.98,93.59
S01056,A0497,AL00574,Song_01056,English,Devotional,126.88,58.87
S01057,A0225,AL00962,Song_01057,Marathi,Folk,144.15,57.71
S01058,A0386,AL00177,Song_01058,Hindi,Hip-Hop,222.69,30.46
S01059,A0212,AL00467,Song_01059,Hindi,Lo-Fi,265.47,70.96
S01060,A0156,AL00328,Song_01060,Hindi,Indie,279.63,88.2
S01061,A0385,AL00298,Song_01061,Punjabi,Devotional,234.32,64.63
S01062,A0344,AL00370,Song_01062,English,Electronic,192.57,23.3
S01063,A0072,AL00459,Song_01063,Hindi,Devotional,147.81,54.41
S01064,A0352,AL00153,Song_01064,Kannada,Rock,192.26,75.59
S01065,A0376,AL00848,Song_01065,English,Devotional,179.83,93.94
S01066,A0194,AL00660,Song_01066,English,Devotional,276.6,15.66
S01067,A0462,AL00995,Song_01067,English,Folk,207.61,12.75
S01068,A0320,AL00846,Song_01068,Hindi,Classical,160.72,41.29
S01069,A0167,AL00179,Song_01069,Tamil,Indie,171.98,12.56
S01070,A0006,AL00084,Song_01070,English,Indie,144.56,98.04
S01071,A0337,AL00507,Song_01071,Hindi,Romantic,285.35,42.43
S01072,A0105,AL00577,Song_01072,Gujarati,Pop,129.06,53.36
S01073,A0378,AL00289,Song_01073,Telugu,Pop,122.31,22.71
S01074,A0263,AL00938,Song_01074,Tamil,Devotional,152.94,44.91
S01075,A0233,AL00698,Song_01075,Bengali,Classical,265.96,98.47
S01076,A0082,AL00897,Song_01076,Kannada,Folk,214.22,48.87
S01077,A0356,AL00131,Song_01077,English,Electronic,232.65,0.88
S01078,A0083,AL00978,Song_01078,Marathi,Romantic,184.39,24.25
S01079,A0209,AL00248,Song_01079,Marathi,Romantic,132.36,97.85
S01080,A0418,AL00538,Song_01080,Hindi,Rock,274.11,98.91
S01081,A0460,AL00527,Song_01081,Hindi,Lo-Fi,154.54,21.05
S01082,A0494,AL00984,Song_01082,Hindi,Pop,125.95,61.53
S01083,A0479,AL00332,Song_01083,Marathi,Romantic,223.09,7.69
S01084,A0278,AL00289,Song_01084,Telugu,Pop,134.99,57.74
S01085,A0101,AL00408,Song_01085,Telugu,Classical,137.24,12.59
S01086,A0419,AL00433,Song_01086,English,Lo-Fi,264.07,81.87
S01087,A0401,AL00218,Song_01087,Hindi,Devotional,208.49,93.96
S01088,A0495,AL00212,Song_01088,English,Classical,163.47,17.3
S01089,A0325,AL00278,Song_01089,Punjabi,Romantic,182.75,46.27
S01090,A0071,AL00561,Song_01090,Kannada,Rock,251.26,10.2
S01091,A0251,AL00412,Song_01091,Kannada,Indie,131.94,33.91
S01092,A0224,AL00471,Song_01092,Kannada,Hip-Hop,140.97,6.51
S01093,A0421,AL00863,Song_01093,Bengali,Electronic,230.93,26.45
S01094,A0196,AL00289,Song_01094,Gujarati,Lo-Fi,229.25,99.02
S01095,A0164,AL01091,Song_01095,English,Hip-Hop,295.04,4.46
S01096,A0040,AL00902,Song_01096,Hindi,Hip-Hop,187.42,85.9
S01097,A0417,AL00210,Song_01097,Hindi,Romantic,131.71,7.75
S01098,A0377,AL00377,Song_01098,English,Electronic,216.76,52.9
S01099,A0021,AL00221,Song_01099,Hindi,Classical,234.9,45.21
S01100,A0217,AL00328,Song_01100,Hindi,Hip-Hop,145.13,93.16
S01101,A0240,AL00439,Song_01101,Malayalam,Hip-Hop,219.52,19.9
S01102,A0235,AL00157,Song_01102,Hindi,Pop,155.6,17.97
S01103,A0459,AL00018,Song_01103,Malayalam,Classical,272.05,74.87
S01104,A0076,AL00527,Song_01104,Telugu,Devotional,270.33,72.57
S01105,A0153,AL00841,Song_01105,Marathi,Hip-Hop,197.33,69.92
S01106,A0091,AL00364,Song_01106,Marathi,Pop,294.01,2.61
S01107,A0122,AL01032,Song_01107,English,Classical,296.36,26.0
S01108,A0453,AL00443,Song_01108,Marathi,Devotional,143.27,83.99
S01109,A0470,AL01081,Song_01109,Hindi,Rock,186.19,60.09
S01110,A0023,AL00283,Song_01110,Malayalam,Hip-Hop,228.06,60.22
S01111,A0316,AL00647,Song_01111,English,Romantic,135.27,29.59
S01112,A0117,AL00916,Song_01112,Hindi,Electronic,188.88,26.02
S01113,A0097,AL00071,Song_01113,Tamil,Folk,167.01,94.66
S01114,A0146,AL01116,Song_01114,Marathi,Electronic,291.37,72.78
S01115,A0097,AL00438,Song_01115,English,Indie,194.09,12.69
S01116,A0245,AL00598,Song_01116,Marathi,Electronic,257.28,93.77
S01117,A0497,AL00754,Song_01117,Hindi,Rock,189.61,58.24
S01118,A0293,AL00771,Song_01118,Marathi,Pop,143.73,33.34
S01119,A0361,AL00029,Song_01119,Hindi,Rock,275.37,39.71
S01120,A0247,AL01040,Song_01120,Hindi,Electronic,120.08,72.54
S01121,A0007,AL00748,Song_01121,Hindi,Devotional,130.07,37.63
S01122,A0042,AL01198,Song_01122,English,Lo-Fi,185.59,57.87
S01123,A0135,AL00566,Song_01123,English,Lo-Fi,243.64,71.05
S01124,A0122,AL00736,Song_01124,English,Hip-Hop,181.51,19.54
S01125,A0420,AL00529,Song_01125,Hindi,Pop,131.94,94.42
S01126,A0421,AL01067,Song_01126,Hindi,Hip-Hop,177.21,35.62
S01127,A0427,AL00999,Song_01127,Punjabi,Folk,164.1,41.94
S01128,A0319,AL01090,Song_01128,Hindi,Folk,120.98,69.85
S01129,A0278,AL00605,Song_01129,Tamil,Pop,216.26,60.88
S01130,A0324,AL00949,Song_01130,Malayalam,Romantic,141.0,44.01
S01131,A0203,AL00431,Song_01131,English,Indie,171.75,64.97
S01132,A0335,AL00553,Song_01132,Kannada,Devotional,235.41,90.28
S01133,A0397,AL00912,Song_01133,Hindi,Lo-Fi,250.52,80.03
S01134,A0381,AL00098,Song_01134,Hindi,Electronic,167.42,82.43
S01135,A0307,AL00852,Song_01135,Tamil,Hip-Hop,179.25,25.84
S01136,A0029,AL00019,Song_01136,Telugu,Pop,164.44,41.94
S01137,A0362,AL00697,Song_01137,Bengali,Devotional,292.24,55.38
S01138,A0183,AL00573,Song_01138,Hindi,Indie,154.29,4.42
S01139,A0372,AL00562,Song_01139,Telugu,Lo-Fi,152.97,76.98
